Address,Occupied,Vacant,Owned_Loan,Owned_Clear,Renter_Occupied,TotalVacant_HUnits,ForRent,Rented_NotOccupied,ForSale,Sold_NotOccupied,Occasional_Use,MigrantWorkers,OtherVacant,H_White,H_AfricanAmerican,H_AmerIndian_Alaska,H_Asian,H_Hawaiian_Pacific,H_OtherRace,H_TwoOrMore_Races,Pop_Occ_HUnits,H_1P,H_2P,H_3P,H_4P,H_5P,H_6P,H_7MP,Owner_Occupied,Owner_Child_U18,Owner_NoChild_U18,Renter_Occupied,Renter_Child_U18,Renter_NoChild_U18,VacancyStatus_A,VacancyStatus_NA
"1300 block burnet av, Syracuse, NY",26,16,3,4,19,16,3,0,0,0,0,0,13,20,2,1,2,0,1,0,81,5,9,2,3,5,0,2,7,0,7,19,12,7,0,16
"1300 block erie blvd w, Syracuse, NY",58,10,12,11,35,10,0,0,0,0,0,0,10,45,7,1,0,0,3,2,140,20,19,6,5,5,2,1,23,5,18,35,16,19,0,10
"1300 block euclid av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1300 block fayette sch w, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1300 block fayette st e, Syracuse, NY",45,47,3,1,41,47,1,0,44,1,0,0,1,5,36,0,0,0,2,2,149,9,8,12,4,6,2,4,4,1,3,41,27,14,0,47
"1300 block fayette st w, Syracuse, NY",51,14,6,3,42,14,10,0,2,0,0,0,2,39,11,1,0,0,0,0,130,16,12,10,7,4,2,0,9,5,4,42,19,23,1,13
"1300 block genesee st e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1300 block grant blvd, Syracuse, NY",31,2,19,5,7,2,1,0,0,0,0,0,1,31,0,0,0,0,0,0,59,11,14,4,2,0,0,0,24,2,22,7,2,5,0,2
"1300 block lancaster av, Syracuse, NY",73,3,53,13,7,3,0,0,1,0,0,0,2,65,3,0,3,0,0,2,148,28,28,11,4,0,1,1,66,15,51,7,2,5,0,3
"1300 block lodi st, Syracuse, NY",79,30,6,8,65,30,6,0,1,1,0,0,22,41,23,0,14,0,0,1,165,28,32,10,7,1,0,1,14,1,13,65,15,50,0,30
"1300 block madison st, Syracuse, NY",72,11,9,6,57,11,4,0,0,1,0,0,6,36,25,2,4,1,0,4,185,21,21,12,8,8,1,1,15,5,10,57,19,38,0,11
"1300 block midland av, Syracuse, NY",27,3,13,2,12,3,1,0,0,0,0,0,2,2,24,0,0,0,1,0,88,4,4,13,2,2,0,2,15,7,8,12,8,4,0,3
"1300 block oak st, Syracuse, NY",40,1,23,7,10,1,0,0,1,0,0,0,0,35,3,0,0,1,0,1,112,6,12,10,8,4,0,0,30,9,21,10,5,5,0,1
"1300 block salina st n, Syracuse, NY",3,3,0,0,3,3,1,0,0,0,0,0,2,1,0,0,2,0,0,0,5,1,2,0,0,0,0,0,0,0,0,3,0,3,0,3
"1300 block salt springs rd, Syracuse, NY",21,0,15,5,1,0,0,0,0,0,0,0,0,13,7,0,0,0,0,1,44,6,9,4,2,0,0,0,20,3,17,1,1,0,0,0
"1300 block spring st, Syracuse, NY",142,13,8,8,126,13,5,0,1,0,1,0,6,90,35,5,5,0,3,4,277,74,31,19,11,4,1,2,16,6,10,126,34,92,0,13
"1300 block water st e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1300 block willis av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1400 block colvin st w, Syracuse, NY",9,0,7,2,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,27,2,2,1,2,2,0,0,9,2,7,0,0,0,0,0
"1400 block comstock av, Syracuse, NY",174,2,15,3,156,2,2,0,0,0,0,0,0,115,30,0,18,0,3,8,299,88,61,15,6,4,0,0,18,4,14,156,16,140,0,2
"1400 block euclid av, Syracuse, NY",91,6,41,11,39,6,0,0,1,0,1,0,4,61,19,0,3,0,0,8,216,21,36,21,9,2,1,1,52,9,43,39,9,30,0,6
"1400 block fayette st e, Syracuse, NY",45,0,23,5,17,0,0,0,0,0,0,0,0,29,16,0,0,0,0,0,102,12,18,8,6,0,1,0,28,9,19,17,5,12,0,0
"1400 block genesee st e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1400 block genesee st w, Syracuse, NY",35,4,17,7,11,4,0,0,3,0,0,0,1,21,12,1,0,0,0,1,79,17,6,5,5,0,1,1,24,3,21,11,5,6,1,3
"1400 block genseee st w, Syracuse, NY",35,4,17,7,11,4,0,0,3,0,0,0,1,21,12,1,0,0,0,1,79,17,6,5,5,0,1,1,24,3,21,11,5,6,1,3
"1400 block grant blvd, Syracuse, NY",87,6,41,26,20,6,0,0,3,0,0,0,3,85,1,0,1,0,0,0,206,23,36,12,10,2,3,1,67,17,50,20,5,15,0,6
"1400 block hawley av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1400 block lemoyne av, Syracuse, NY",60,3,38,18,4,3,0,0,0,0,0,0,3,55,3,0,1,0,1,0,135,15,29,6,7,2,1,0,56,13,43,4,2,2,0,3
"1400 block mcbride st s, Syracuse, NY",48,0,0,0,48,0,0,0,0,0,0,0,0,2,42,0,1,0,0,3,101,22,11,9,3,1,1,1,0,0,0,48,24,24,0,0
"1400 block midland av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1400 block oak st, Syracuse, NY",19,3,7,3,9,3,0,0,1,0,0,0,2,12,1,1,2,0,3,0,57,9,1,2,2,3,0,2,10,5,5,9,5,4,0,3
"1400 block salina st n, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1400 block salina st s, Syracuse, NY",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1400 block salt springs rd, Syracuse, NY",6,0,3,3,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,16,1,2,2,0,1,0,0,6,3,3,0,0,0,0,0
"1400 block state st n, Syracuse, NY",36,46,2,1,33,46,1,0,0,0,0,0,45,1,34,0,0,0,0,1,79,16,8,7,0,4,1,0,3,1,2,33,14,19,1,45
"1400 block state st s, Syracuse, NY",16,10,3,2,11,10,4,0,0,0,0,0,6,2,12,0,0,0,1,1,55,4,2,4,1,1,2,2,5,2,3,11,7,4,0,10
"1400 block washington st e, Syracuse, NY",156,4,8,3,145,4,4,0,0,0,0,0,0,14,127,0,1,0,3,11,513,30,28,39,24,16,6,13,11,5,6,145,97,48,0,4
"1500 block bellevue av, Syracuse, NY",15,2,7,4,4,2,0,0,0,0,0,0,2,15,0,0,0,0,0,0,34,2,8,4,1,0,0,0,11,3,8,4,1,3,0,2
"1500 block fayette st e, Syracuse, NY",49,4,8,10,31,4,1,0,0,2,0,0,1,25,15,1,4,0,3,1,133,12,15,9,4,6,3,0,18,2,16,31,12,19,0,4
"1500 block geddes st s, Syracuse, NY",11,3,6,2,3,3,0,0,1,0,0,0,2,2,9,0,0,0,0,0,28,3,3,2,2,1,0,0,8,4,4,3,0,3,0,3
"1500 block glenwood av, Syracuse, NY",22,1,17,5,0,1,0,0,0,0,0,0,1,22,0,0,0,0,0,0,41,8,10,3,1,0,0,0,22,1,21,0,0,0,0,1
"1500 block ivy ridge rd, Syracuse, NY",666,11,15,9,642,11,10,0,0,0,0,0,1,506,119,12,14,0,0,15,806,571,67,16,8,3,1,0,24,8,16,642,24,618,2,9
"1500 block lodi st, Syracuse, NY",21,3,0,0,21,3,3,0,0,0,0,0,0,11,3,1,6,0,0,0,31,15,4,0,2,0,0,0,0,0,0,21,3,18,0,3
"1500 block meadowbrook dr, Syracuse, NY",14,0,8,5,1,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,37,3,5,3,1,1,1,0,13,4,9,1,0,1,0,0
"1500 block onondaga st w, Syracuse, NY",44,18,10,4,30,18,2,0,12,0,0,0,4,24,12,4,0,0,0,4,146,14,4,6,6,6,6,2,14,6,8,30,16,14,0,18
"1500 block park st, Syracuse, NY",56,4,8,2,46,4,1,0,0,0,0,0,3,45,2,0,2,0,3,4,167,15,14,10,3,7,4,3,10,2,8,46,20,26,0,4
"1500 block salt springs rd, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1500 block south av, Syracuse, NY",62,13,17,4,41,13,5,0,0,0,0,0,8,16,45,0,0,0,0,1,168,16,18,10,10,4,2,2,21,6,15,41,22,19,0,13
"1500 block state st n, Syracuse, NY",50,0,5,0,45,0,0,0,0,0,0,0,0,43,5,0,2,0,0,0,87,21,21,8,0,0,0,0,5,0,5,45,0,45,0,0
"1500 block state st s, Syracuse, NY",41,3,1,0,40,3,1,0,0,0,1,0,1,30,7,0,3,0,0,1,104,15,7,9,6,2,1,1,1,1,0,40,2,38,0,3
"1600 block bellevue av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1600 block erie blvd e, Syracuse, NY",314,54,34,34,246,54,25,0,1,0,0,0,28,150,142,5,5,0,5,7,715,145,67,44,21,16,13,8,68,15,53,246,83,163,1,53
"1600 block fayette st w, Syracuse, NY",8,3,0,0,8,3,3,0,0,0,0,0,0,0,7,1,0,0,0,0,15,3,3,2,0,0,0,0,0,0,0,8,3,5,0,3
"1600 block geddes st s, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1600 block genesee st e, Syracuse, NY",101,7,9,1,91,7,4,0,0,2,0,0,1,45,29,0,21,0,3,3,254,35,28,9,17,7,3,2,10,5,5,91,15,76,1,6
"1600 block genesee st w, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1600 block grant blvd, Syracuse, NY",126,8,39,49,38,8,2,0,3,1,0,0,2,114,8,1,0,0,0,3,263,48,51,7,10,8,2,0,88,13,75,38,11,27,0,8
"1600 block james st, Syracuse, NY",73,7,28,18,27,7,2,0,1,0,1,0,3,63,5,1,1,0,2,1,159,22,28,15,5,2,1,0,46,14,32,27,7,20,0,7
"1600 block lodi st, Syracuse, NY",27,6,1,2,24,6,0,0,0,0,0,0,6,7,13,1,5,0,0,1,83,8,5,5,4,2,1,2,3,0,3,24,13,11,0,6
"1600 block meadowbrook dr, Syracuse, NY",82,4,51,27,4,4,0,0,0,0,2,0,2,70,10,0,1,0,0,1,197,22,29,14,11,5,1,0,78,18,60,4,3,1,1,3
"1600 block onondaga st w, Syracuse, NY",189,16,66,33,90,16,8,1,2,0,0,0,5,123,46,1,0,0,8,11,453,55,66,33,21,8,3,3,99,24,75,90,35,55,0,16
"1600 block park st, Syracuse, NY",24,4,2,1,21,4,2,0,0,0,0,0,2,23,0,0,0,0,0,1,72,5,5,4,6,3,1,0,3,2,1,21,11,10,0,4
"1600 block salina st n, Syracuse, NY",82,12,40,4,38,12,8,0,2,0,0,0,2,58,21,1,1,0,1,0,245,20,18,12,17,9,3,3,44,17,27,38,23,15,2,10
"1600 block saltsprings rd, Syracuse, NY",21,2,13,7,1,2,0,0,2,0,0,0,0,16,2,0,2,0,0,1,41,7,11,1,1,1,0,0,20,4,16,1,0,1,0,2
"1600 block south av, Syracuse, NY",49,3,18,7,24,3,2,0,1,0,0,0,0,19,29,0,0,0,0,1,145,11,11,13,6,3,1,4,25,8,17,24,17,7,1,2
"1700 block bellevue av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700 block butternut st, Syracuse, NY",20,1,9,5,6,1,1,0,0,0,0,0,0,19,0,0,0,0,0,1,43,7,6,5,1,1,0,0,14,3,11,6,2,4,0,1
"1700 block grant blvd, Syracuse, NY",20,0,6,8,6,0,0,0,0,0,0,0,0,13,4,0,3,0,0,0,67,3,5,3,5,3,0,1,14,4,10,6,5,1,0,0
"1700 block lodi st, Syracuse, NY",78,11,12,13,53,11,6,0,1,0,0,0,4,50,12,1,12,0,0,3,232,23,13,6,24,6,4,2,25,9,16,53,34,19,0,11
"1700 block meadowbrook dr, Syracuse, NY",178,15,72,28,78,15,7,0,1,0,0,0,7,128,31,1,12,0,1,5,505,48,44,21,38,14,9,4,100,33,67,78,44,34,0,15
"1700 block onondaga st w, Syracuse, NY",100,4,60,15,25,4,1,0,0,0,0,0,3,78,19,0,0,0,1,2,273,25,31,15,14,8,5,2,75,24,51,25,10,15,0,4
"1700 block park st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700 block salina st n, Syracuse, NY",24,0,13,6,5,0,0,0,0,0,0,0,0,20,2,0,0,0,1,1,41,12,8,3,1,0,0,0,19,2,17,5,2,3,0,0
"1700 block salina st s, Syracuse, NY",34,3,14,2,18,3,0,0,1,0,0,0,2,22,8,1,1,0,1,1,111,10,4,6,5,2,5,2,16,5,11,18,10,8,1,2
"1700 block state st s, Syracuse, NY",30,8,10,8,12,8,2,1,3,0,0,0,2,17,9,0,0,0,4,0,99,4,10,6,2,3,3,2,18,8,10,12,8,4,0,8
"1700 block valley dr, Syracuse, NY",48,4,17,7,24,4,2,0,2,0,0,0,0,37,11,0,0,0,0,0,94,20,18,4,4,2,0,0,24,5,19,24,3,21,0,4
"1800 block bellevue av, Syracuse, NY",44,4,28,10,6,4,0,0,0,2,0,0,2,37,6,1,0,0,0,0,124,7,16,7,7,6,1,0,38,6,32,6,6,0,0,4
"1800 block euclid av, Syracuse, NY",22,0,12,8,2,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,55,6,8,2,4,1,1,0,20,5,15,2,1,1,0,0
"1800 block genesee st w, Syracuse, NY",55,8,7,2,46,8,2,0,0,1,0,0,5,36,6,0,8,0,3,2,140,19,16,8,5,2,1,4,9,4,5,46,4,42,0,8
"1800 block james st, Syracuse, NY",38,3,18,14,6,3,1,0,0,0,0,0,2,37,0,0,0,0,0,1,86,8,17,9,3,1,0,0,32,6,26,6,3,3,0,3
"1800 block midland av, Syracuse, NY",42,12,9,11,22,12,2,0,0,0,0,0,10,8,31,0,0,0,2,1,147,6,6,11,10,3,3,3,20,7,13,22,18,4,0,12
"1800 block salina st s, Syracuse, NY",17,6,7,1,9,6,1,0,0,0,0,0,5,0,17,0,0,0,0,0,56,1,6,5,2,1,0,2,8,2,6,9,8,1,0,6
"1800 block south av, Syracuse, NY",22,1,16,5,1,1,0,0,0,0,0,0,1,17,3,0,1,0,0,1,56,7,8,3,1,2,0,1,21,5,16,1,0,1,0,1
"1800 block state st s, Syracuse, NY",16,1,2,0,14,1,0,0,0,0,0,0,1,0,16,0,0,0,0,0,43,5,4,1,3,3,0,0,2,0,2,14,8,6,0,1
"1900 block bellevue av, Syracuse, NY",33,1,16,14,3,1,0,0,1,0,0,0,0,32,0,0,0,0,1,0,72,11,12,5,3,2,0,0,30,9,21,3,0,3,0,1
"1900 block caleb av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900 block erie blvd e, Syracuse, NY",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1900 block euclid av, Syracuse, NY",43,0,25,17,1,0,0,0,0,0,0,0,0,41,1,0,1,0,0,0,75,21,15,4,3,0,0,0,42,6,36,1,0,1,0,0
"1900 block fayette st e, Syracuse, NY",26,14,3,5,18,14,0,0,0,2,0,0,12,5,18,0,0,0,0,3,92,8,6,4,2,1,1,4,8,3,5,18,7,11,0,14
"1900 block fayette st w, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1900 block genesee st e, Syracuse, NY",95,10,14,11,70,10,1,0,0,0,0,0,9,56,29,1,5,0,3,1,224,30,30,19,9,5,0,2,25,3,22,70,14,56,0,10
"1900 block grant blvd, Syracuse, NY",113,12,46,21,46,12,3,0,0,1,1,0,7,85,16,2,4,0,1,5,298,32,27,22,19,9,3,1,67,25,42,46,23,23,0,12
"1900 block salina st s, Syracuse, NY",81,21,23,13,45,21,16,0,2,0,1,0,2,7,67,1,0,0,1,5,255,18,20,15,9,7,7,5,36,12,24,45,19,26,0,21
"1900 block south av, Syracuse, NY",163,20,92,26,45,20,2,0,4,0,1,0,13,93,65,2,0,0,3,0,407,38,67,23,18,10,5,2,118,36,82,45,24,21,0,20
"1900 block valley dr, Syracuse, NY",36,2,8,3,25,2,1,0,0,0,1,0,0,22,13,1,0,0,0,0,73,12,14,7,3,0,0,0,11,1,10,25,9,16,0,2
"200 block academy pl, Syracuse, NY",62,3,42,17,3,3,0,0,0,0,1,0,2,61,1,0,0,0,0,0,147,17,21,12,10,0,2,0,59,17,42,3,1,2,0,3
"200 block adams st e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block apple st, Syracuse, NY",44,5,2,1,41,5,5,0,0,0,0,0,0,35,7,1,0,0,1,0,63,31,9,3,0,1,0,0,3,0,3,41,3,38,0,5
"200 block ash st, Syracuse, NY",20,13,1,3,16,13,2,0,8,0,0,0,3,8,6,2,3,0,1,0,42,9,6,0,4,1,0,0,4,1,3,16,3,13,0,13
"200 block ashworth pl, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block avery av, Syracuse, NY",21,0,9,3,9,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,44,10,5,3,0,3,0,0,12,4,8,9,1,8,0,0
"200 block baker av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block ballantyne rd, Syracuse, NY",18,2,6,1,11,2,0,0,0,0,0,0,2,7,11,0,0,0,0,0,50,5,5,3,2,2,0,1,7,3,4,11,3,8,1,1
"200 block barrington rd, Syracuse, NY",42,2,25,17,0,2,0,0,1,0,0,0,1,40,1,0,0,0,0,1,95,13,18,4,3,2,2,0,42,9,33,0,0,0,0,2
"200 block basin st, Syracuse, NY",86,6,2,0,84,6,5,0,0,0,1,0,0,67,3,1,14,0,0,1,115,63,20,2,0,0,1,0,2,0,2,84,3,81,0,6
"200 block beard av w, Syracuse, NY",114,7,2,0,112,7,6,0,0,0,1,0,0,71,26,1,14,0,0,2,189,68,30,9,2,4,1,0,2,0,2,112,19,93,0,7
"200 block beech st s, Syracuse, NY",28,1,0,0,28,1,1,0,0,0,0,0,0,4,23,0,0,0,0,1,74,5,10,7,2,4,0,0,0,0,0,28,16,12,0,1
"200 block beecher st, Syracuse, NY",40,1,6,4,30,1,0,0,0,0,1,0,0,21,10,1,3,0,5,0,111,13,9,5,5,6,1,1,10,4,6,30,15,15,0,1
"200 block belden ave, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block bellevue av, Syracuse, NY",29,7,4,2,23,7,6,0,0,0,0,0,1,2,25,0,0,0,2,0,67,8,10,7,2,2,0,0,6,2,4,23,10,13,1,6
"200 block berkeley dr, Syracuse, NY",38,0,20,12,6,0,0,0,0,0,0,0,0,36,2,0,0,0,0,0,101,6,15,11,2,1,2,1,32,7,25,6,2,4,0,0
"200 block borden av w, Syracuse, NY",12,10,0,3,9,10,1,0,0,0,0,0,9,1,11,0,0,0,0,0,34,4,2,1,3,1,1,0,3,1,2,9,4,5,0,10
"200 block brampton rd, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block brattle rd, Syracuse, NY",49,4,27,15,7,4,1,0,1,0,0,0,2,47,1,0,1,0,0,0,110,14,17,12,5,0,1,0,42,7,35,7,5,2,0,4
"200 block brighton av w, Syracuse, NY",61,8,18,2,41,8,2,0,0,0,0,0,6,8,52,0,0,0,1,0,221,12,12,8,12,6,4,7,20,10,10,41,24,17,0,8
"200 block brookford rd, Syracuse, NY",131,13,54,26,51,13,3,0,1,1,0,0,8,72,56,1,1,0,1,0,373,35,36,22,19,7,5,7,80,19,61,51,31,20,0,13
"200 block brooklea pl, Syracuse, NY",21,1,9,9,3,1,0,0,0,1,0,0,0,17,3,1,0,0,0,0,42,9,7,2,2,1,0,0,18,2,16,3,2,1,0,1
"200 block bruce st, Syracuse, NY",22,0,12,6,4,0,0,0,0,0,0,0,0,7,12,0,2,0,0,1,58,6,6,5,2,2,0,1,18,5,13,4,4,0,0,0
"200 block buckingham av, Syracuse, NY",66,2,2,2,62,2,1,0,1,0,0,0,0,63,0,0,1,0,2,0,187,13,16,19,9,5,4,0,4,0,4,62,1,61,0,2
"200 block burnet av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block cadwell st, Syracuse, NY",63,12,11,5,47,12,4,0,0,0,0,0,8,39,18,2,0,0,2,2,175,15,21,9,6,6,5,1,16,4,12,47,23,24,1,11
"200 block caleb av, Syracuse, NY",38,0,10,8,20,0,0,0,0,0,0,0,0,35,0,0,0,0,3,0,70,17,12,7,2,0,0,0,18,2,16,20,5,15,0,0
"200 block calthrop av w, Syracuse, NY",66,5,24,12,30,5,1,0,0,0,0,0,4,13,46,1,1,0,2,3,183,11,17,22,12,0,4,0,36,13,23,30,19,11,2,3
"200 block cambridge st, Syracuse, NY",28,2,4,2,22,2,2,0,0,0,0,0,0,20,5,0,1,0,0,2,74,4,11,7,4,1,1,0,6,0,6,22,1,21,0,2
"200 block cannon st, Syracuse, NY",25,25,2,0,23,25,4,0,0,0,0,0,21,0,23,0,0,0,0,2,73,6,6,7,2,2,1,1,2,1,1,23,14,9,2,23
"200 block carbon st, Syracuse, NY",15,12,7,1,7,12,10,0,0,0,2,0,0,5,4,1,5,0,0,0,43,3,5,3,1,1,2,0,8,4,4,7,2,5,0,12
"200 block catherine st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block chavez ter, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block cheltenham rd e, Syracuse, NY",15,0,7,2,6,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,34,8,2,4,0,0,0,1,9,3,6,6,0,6,0,0
"200 block chemung st, Syracuse, NY",79,10,13,8,58,10,3,0,0,0,0,0,7,71,6,2,0,0,0,0,184,33,24,6,3,7,4,2,21,3,18,58,21,37,1,9
"200 block cherry st, Syracuse, NY",6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,23,0,0,4,0,1,1,0,0,0,0,6,6,0,0,0
"200 block clarendon st, Syracuse, NY",18,2,7,5,6,2,2,0,0,0,0,0,0,14,2,0,2,0,0,0,47,4,5,5,2,2,0,0,12,3,9,6,0,6,0,2
"200 block clinton st n, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block coleridge av, Syracuse, NY",79,8,10,10,59,8,5,0,0,0,0,0,3,69,7,0,0,0,1,2,155,35,26,6,10,2,0,0,20,4,16,59,11,48,0,8
"200 block collingwood av s, Syracuse, NY",61,2,20,7,34,2,0,0,1,0,0,0,1,53,4,0,1,0,0,3,132,21,21,10,6,3,0,0,27,9,18,34,10,24,0,2
"200 block colvin st w, Syracuse, NY",22,6,10,2,10,6,2,1,0,0,0,0,3,3,14,1,0,0,2,2,64,5,7,5,1,2,0,2,12,4,8,10,6,4,0,6
"200 block comstock av, Syracuse, NY",1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
"200 block corning av w, Syracuse, NY",13,3,1,3,9,3,0,1,0,0,0,0,2,1,11,0,0,0,0,1,43,1,2,5,2,3,0,0,4,0,4,9,8,1,0,3
"200 block craddock st, Syracuse, NY",31,2,19,3,9,2,0,0,1,0,0,0,1,22,7,1,0,0,1,0,92,6,8,5,7,4,0,1,22,6,16,9,6,3,0,2
"200 block crafton av, Syracuse, NY",87,4,57,23,7,4,0,0,0,2,1,0,1,69,14,1,0,0,0,3,202,24,32,19,7,2,2,1,80,17,63,7,3,4,0,4
"200 block croly st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block dale st, Syracuse, NY",36,5,18,7,11,5,3,0,1,1,0,0,0,31,3,2,0,0,0,0,88,14,9,3,4,5,1,0,25,8,17,11,5,6,1,4
"200 block delhi st, Syracuse, NY",44,15,13,5,26,15,6,0,3,0,0,0,6,29,9,1,1,0,0,4,125,8,17,8,5,2,0,4,18,5,13,26,15,11,0,15
"200 block delray av, Syracuse, NY",97,9,28,12,57,9,4,1,0,0,1,0,3,87,2,3,1,0,2,2,203,35,41,12,3,2,0,4,40,5,35,57,7,50,0,9
"200 block demong dr, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block dewitt rd, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block dorchester av, Syracuse, NY",8,0,2,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,18,3,2,1,2,0,0,0,8,2,6,0,0,0,0,0
"200 block douglas st, Syracuse, NY",79,14,2,0,77,14,8,0,0,1,0,0,5,52,25,1,1,0,0,0,133,50,16,6,4,2,0,1,2,0,2,77,12,65,1,13
"200 block duane st, Syracuse, NY",35,2,14,5,16,2,0,0,0,0,0,0,2,22,4,2,2,0,4,1,109,6,10,8,3,3,3,2,19,8,11,16,12,4,0,2,0,0,0,0,,,,,,,,,,,,
"200 block east av, Syracuse, NY",162,8,80,50,32,8,3,0,1,1,0,0,3,113,46,0,0,0,1,2,396,39,72,20,16,11,1,3,130,23,107,32,21,11,0,8
